"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"GPR37L1",-39.8751855409324,141.042150872818,-6.51655069555808,1.74615886316113e-08,0.000547141418182908,8.3927671610781
"LOC729279",-27.2578577479746,153.709326683292,-5.80154300100345,2.7263117077533e-07,0.00365713065128216,6.09959631586294
"LOC649445",-8.98116073452732,93.8266334164588,-5.72915334057604,3.58819592011368e-07,0.00365713065128216,5.86929987886242
"RGPD1",44.5082043694591,265.461188694929,5.62457871851613,5.32831096021168e-07,0.00365713065128216,5.53753911776029
"RGPD2",64.6069363075564,398.406169991687,5.60045234289748,5.83572261964984e-07,0.00365713065128216,5.46116720819311
"LOC648763",15.0475387488217,121.534137572735,5.51246799126656,8.12440468503237e-07,0.0042428349400134,5.18323375173984
"RPLP0",-5.4736114259805,92.97893599335,-5.46310352155038,9.77574029933477e-07,0.00437590066484794,5.02771914883357
"CD81",-98.576559200086,343.163021612635,-5.39673650654165,1.2527715671255e-06,0.00490679303553879,4.8191539084491
"RGPD8",63.9671312150247,417.140049875312,5.31293930759237,1.71139044378514e-06,0.00583766366796833,4.55670917293853
"RPS16",-73.3423078070375,387.523443474647,-5.29006467455242,1.8630445101067e-06,0.00583766366796833,4.4852514842135
"LOC136143",-20.5207480700163,147.184091853699,-5.09935736855484,3.76469612069147e-06,0.0102389148550831,3.89284776770122
"CNKSR2",54.9406731377299,332.308489193682,5.0882462244531,3.92120311039117e-06,0.0102389148550831,3.85852867929847
"LOC100129139",4.70065714899354,98.7809538653367,5.00737577312931,5.26965617728828e-06,0.0119999430354662,3.60944440105015
"HNRNPH1",96.2337263897672,384.128938071488,5.00028553440036,5.40758536080772e-06,0.0119999430354662,3.58766646784085
"CST3",-39.7429992602227,152.723896508728,-4.97571225632446,5.91359172879172e-06,0.0119999430354662,3.51226611062183
"LOC441775",-21.1579350069802,148.236502493766,-4.96391009888973,6.17285418016971e-06,0.0119999430354662,3.47609567229782
"FBXL20",17.302177570428,153.630897755611,4.94081497010839,6.71285153136758e-06,0.0119999430354662,3.40539754432709
"LOC729903",-61.6032445799377,367.160155860349,-4.93349654581764,6.89343762808421e-06,0.0119999430354662,3.38301754481924
"SLC38A1",-41.83219403644,243.677360764755,-4.91430456447091,7.389937149676e-06,0.0121871731919973,3.32438087555671
"ZNF143",5.84153551527879,92.9273482959268,4.88894943724259,8.09993534287436e-06,0.0126901687016813,3.24703347028489
"TIMP4",-33.220321206553,140.532635078969,-4.83707470793131,9.76703181373296e-06,0.0145733416595956,3.08921946397162
"SRXN1",6.57849932584806,100.847044887781,4.79327197887221,1.14327241764947e-05,0.0148647570171427,2.95642829389979
"LOC646780",8.11206195038718,100.373237738986,4.78049269471192,1.19690075169849e-05,0.0148647570171427,2.91776940437994
"PITX1",4.0245928241597,81.6934621778886,4.77802811908976,1.20752282036999e-05,0.0148647570171427,2.91031810450954
"LOC643433",-15.6372901478362,143.571620947631,-4.76710051568549,1.25574116116654e-05,0.0148647570171427,2.8772970336295
"CCNJL",17.5674524812371,167.470459268495,4.76051297539931,1.28571341153837e-05,0.0148647570171427,2.85740425268642
"CDC25B",92.4650678924697,408.027628844555,4.75835868927058,1.29566603602821e-05,0.0148647570171427,2.85090103731466
"LOC390345",-13.6445378777936,182.366411055694,-4.75140428975152,1.32831172681431e-05,0.0148647570171427,2.8299150143702
"ATP5G2",-18.8606781491248,137.555334580216,-4.73595519430392,1.40373825778925e-05,0.0149654574443944,2.78333583090458
"LOC648822",-7.79007206863226,102.834837905237,-4.72338598659436,1.46817953391738e-05,0.0149654574443944,2.74548153478167
"LOC650546",11.2160173728359,115.20789276808,4.72102672292218,1.48059354304023e-05,0.0149654574443944,2.73838044116814
"LOC100132291",-56.838318080397,253.308179551122,-4.70370771497812,1.57491713326465e-05,0.0154213917042858,2.68629356096128
"CLIP1",41.0913413237242,246.588464256027,4.66377021644579,1.81536572419218e-05,0.0171089802534689,2.56646169909394
"PDE4DIP",39.5439236836139,266.383183707398,4.65507063990228,1.87231355668344e-05,0.0171089802534689,2.54041131933811
"SLC6A12",7.4310831772244,98.4692352452203,4.64929675198132,1.91106883535907e-05,0.0171089802534689,2.52313224920043
"ETV5",-29.5763823097758,145.042537406484,-4.62563677251316,2.07822194493715e-05,0.0180886128951835,2.45241509443575
"LOC100131787",-50.9666521495305,229.156055694098,-4.59998681809687,2.27555587284512e-05,0.0192708831674943,2.37591226090464
"SNORD38B",8.07597125607035,103.977375311721,4.57984314920394,2.44323318420055e-05,0.019931768881466,2.31595230610429
"PDE4B",-7.20666127742845,101.686444305902,-4.56546858793881,2.57019406491561e-05,0.019931768881466,2.27323011561063
"KCNMB4",32.1312057774225,173.99496882793,4.56287442741581,2.59378186524426e-05,0.019931768881466,2.26552593308786
"ITGA10",15.3482242360606,111.644187448047,4.56131771731708,2.60803767198603e-05,0.019931768881466,2.26090364949153
"TCTN1",-4.71378700378241,96.6102431421446,-4.54052719076086,2.80591030115894e-05,0.0208862004775758,2.19923329405903
"ZMYND8",17.7614477562076,143.570504987531,4.53447243449875,2.86623674135367e-05,0.0208862004775758,2.18129513094623
"C20orf3",48.2709127301364,246.119985453034,4.51701950188033,3.04728741105946e-05,0.0210906247703254,2.12964383889752
"C7orf50",-29.9816723144292,146.091169991687,-4.51586117244011,3.05969004405097e-05,0.0210906247703254,2.126218750963
"CABLES1",-25.8708151869131,139.13431837074,-4.51247613201858,3.09621733399811e-05,0.0210906247703254,2.11621156556549
